transaction_id,customer_id,timestamp,amount_eur,currency,channel,card_present,merchant_category,merchant_name,transaction_country,transaction_city,device_id,device_fingerprint,ip_address,auth_method,auth_success,txn_count_last_1h,txn_count_last_24h,txn_amount_last_24h,response_time_ms,is_fraud,fraud_type,age,monthly_income_eur,credit_score,is_synthetic_identity,is_mule_account,kyc_verified,account_type,zone,account_open_date,date,hour,day_of_week,month,year,is_foreign,is_unknown_device,fraud_label,card_presence,fraud_type_clean,amount_bucket
TXN00008355,CUS001392,2024-05-02 09:30:45,114.01,EUR,branch,1,grocery,Bar Roma Centro,IT,Roma,DEV0005565,19c3882e917bc6c4,155.1.27.139,pin,1,2,4,573.3,108,0,legitimate,20,2291.4,827,0,0,1,checking,Balduina,2021-09-19,2024-05-02,9,Thursday,2024-05,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008356,CUS000822,2025-11-13 14:21:51,64.95,EUR,pos_terminal,1,atm_withdrawal,Poste Italiane ATM,IT,Roma,DEV0003285,c734bbded21fd8c0,93.43.231.30,none,1,1,1,84.24,660,0,legitimate,56,4165.38,817,0,0,1,savings,EUR,2022-10-27,2025-11-13,14,Thursday,2025-11,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008357,CUS000232,2024-04-02 05:30:09,183.96,EUR,pos_terminal,1,entertainment,Alitalia,IT,Roma,DEV0000926,44fa0d2dd028ddfb,93.34.72.35,3ds,1,1,5,1378.75,330,0,legitimate,65,2092.41,659,0,0,1,business,Tor Vergata,2020-07-07,2024-04-02,5,Tuesday,2024-04,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008358,CUS001628,2025-11-02 05:10:40,321.24,EUR,pos_terminal,1,insurance,Generali Assicurazioni,IT,Roma,DEV0006511,e3e6ab4f2e21c5fe,93.42.98.59,3ds,1,2,3,1202.84,180,0,legitimate,70,2095.07,593,0,0,1,checking,Esquilino,2019-04-10,2025-11-02,5,Sunday,2025-11,2025,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00008359,CUS000843,2025-04-20 13:15:50,57.21,EUR,mobile_app,0,clothing,Ristorante Da Mario,IT,Roma,DEV0003369,bdf313286350389d,93.43.32.247,otp,1,3,5,465.78,74,0,legitimate,19,704.81,412,0,0,1,business,Tor Vergata,2020-11-25,2025-04-20,13,Sunday,2025-04,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008360,CUS000368,2025-01-20 02:18:11,1975.45,EUR,mobile_app,0,travel,Bar Roma Centro,IT,Roma,DEV0001470,2e281c016afa308f,93.43.24.166,pin,1,0,3,10287.02,79,0,legitimate,46,4328.79,398,0,0,1,checking,Trastevere,2019-07-13,2025-01-20,2,Monday,2025-01,2025,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00008361,CUS000387,2025-04-12 01:37:15,1983.47,EUR,branch,1,transfer,Trenitalia,IT,Roma,UNKNOWN,2d6b8f3aaf779359,156.157.188.104,otp,1,0,4,5399.96,737,1,phishing_ato,22,2818.26,368,0,0,1,checking,Flaminio,2020-05-05,2025-04-12,1,Saturday,2025-04,2025,0,1,Fraud,Card Present,Phishing Ato,1K-5K
TXN00008362,CUS001545,2025-10-21 16:01:48,96.16,EUR,online,0,gas_station,Alitalia,GB,Berlin,DEV0006178,86b560a99b377607,93.33.214.179,otp,1,3,3,220.65,390,0,legitimate,18,3709.25,300,0,0,1,savings,Centocelle,2020-01-03,2025-10-21,16,Tuesday,2025-10,2025,1,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008363,CUS000350,2025-06-29 20:32:32,50.27,EUR,pos_terminal,1,gas_station,Carrefour EUR,IT,Roma,DEV0001399,3a3029f903f4cc95,93.42.202.87,pin,1,0,3,79.93,558,0,legitimate,51,6278.78,378,0,0,1,checking,Nomentano,2020-07-01,2025-06-29,20,Sunday,2025-06,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008364,CUS001175,2024-03-02 02:17:23,986.74,EUR,online,0,electronics,Esselunga Parioli,RO,London,DEV0004697,8ec73533feede4e7,93.42.75.20,3ds,1,0,2,3320.38,288,0,legitimate,77,1700.42,392,0,0,1,checking,Balduina,2021-09-19,2024-03-02,2,Saturday,2024-03,2024,1,0,Legitimate,Card Not Present,Legitimate,500-1K
TXN00008365,CUS001313,2024-02-20 09:14:52,340.93,EUR,online,0,insurance,Conad Trastevere,IT,Roma,DEV0005250,470d03b4a1d51d6e,93.32.130.96,3ds,1,0,0,0.0,95,0,legitimate,54,2363.68,668,0,0,1,business,Esquilino,2019-03-30,2024-02-20,9,Tuesday,2024-02,2024,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008366,CUS001937,2024-07-06 02:03:43,66.22,EUR,online,0,pharmacy,Conad Trastevere,IT,Roma,DEV0007746,22b8ed4fd58f9fff,93.33.250.167,otp,1,0,6,234.64,460,0,legitimate,18,2487.2,459,0,0,1,checking,Trastevere,2022-09-17,2024-07-06,2,Saturday,2024-07,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008367,CUS001622,2025-12-06 03:56:53,468.89,EUR,pos_terminal,1,online_shopping,Esselunga Parioli,IT,Roma,DEV0006485,ec0f40c373c6c309,93.41.244.46,pin,1,0,1,714.91,224,0,legitimate,71,1777.03,368,0,0,1,checking,Testaccio,2020-12-01,2025-12-06,3,Saturday,2025-12,2025,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00008368,CUS001597,2025-12-01 20:32:41,112.99,EUR,pos_terminal,1,restaurant,Carrefour EUR,IT,Roma,DEV0006385,e302e18a2316d1bd,93.41.66.141,otp,1,2,0,0.0,288,0,legitimate,76,9441.01,566,0,0,1,savings,Ostiense,2023-02-12,2025-12-01,20,Monday,2025-12,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008369,CUS000057,2024-01-13 01:56:43,294.07,EUR,pos_terminal,1,atm_withdrawal,MediaWorld Roma,IT,Roma,DEV0000226,d40c0c4077c51754,93.41.178.35,3ds,1,0,2,781.0,180,0,legitimate,75,1445.13,799,0,0,1,checking,Trastevere,2020-08-02,2024-01-13,1,Saturday,2024-01,2024,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00008370,CUS000006,2025-03-30 16:52:26,351.16,EUR,online,0,transfer,Amazon.it,IT,Roma,DEV0000021,94f72079d70467a3,93.44.146.92,otp,1,1,1,554.25,525,0,legitimate,25,5217.18,380,0,0,1,checking,Centocelle,2018-07-15,2025-03-30,16,Sunday,2025-03,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008371,CUS000336,2025-06-05 10:30:01,1853.38,EUR,pos_terminal,1,transfer,Zalando.it,IT,Roma,DEV0001341,638fb76cc87f9797,147.232.144.54,none,1,0,3,3640.86,144,0,legitimate,66,3277.43,720,0,0,1,checking,San Giovanni,2023-05-19,2025-06-05,10,Thursday,2025-06,2025,0,0,Legitimate,Card Present,Legitimate,1K-5K
TXN00008372,CUS001903,2025-09-10 08:05:16,54.0,EUR,online,0,atm_withdrawal,Netflix,IT,Roma,DEV0007609,bfed6c442411a5b1,93.46.135.107,biometric,1,0,5,520.72,691,0,legitimate,38,4411.59,330,0,0,1,business,Monti,2023-02-07,2025-09-10,8,Wednesday,2025-09,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008373,CUS000477,2024-02-13 16:09:51,42.03,EUR,pos_terminal,1,entertainment,Spotify,IT,Roma,DEV0001907,9afa8be180fa74b6,93.44.195.84,3ds,1,2,1,48.0,105,0,legitimate,19,5454.66,305,0,0,1,checking,Trastevere,2020-12-11,2024-02-13,16,Tuesday,2024-02,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00008374,CUS000514,2025-04-17 14:15:36,17.34,EUR,online,0,subscription,Netflix,DE,Berlin,DEV0002053,df1efa7acd7f9ff1,93.43.199.181,3ds,1,1,5,164.26,482,0,legitimate,77,2197.31,494,0,0,1,checking,Trastevere,2020-01-28,2025-04-17,14,Thursday,2025-04,2025,1,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008375,CUS001146,2025-02-21 13:45:37,72.89,EUR,online,0,pharmacy,Generali Assicurazioni,IT,Roma,DEV0004581,6677f91d29365be7,93.42.17.45,none,1,1,3,310.34,564,0,legitimate,25,2284.86,845,0,0,1,savings,Centocelle,2019-03-14,2025-02-21,13,Friday,2025-02,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008376,CUS000049,2024-10-15 19:06:13,70.52,EUR,mobile_app,0,pharmacy,Netflix,IT,Roma,DEV0000194,604171559f5e3e6a,89.211.188.62,3ds,1,1,1,124.32,431,0,legitimate,52,4640.12,717,0,0,1,checking,Flaminio,2021-12-06,2024-10-15,19,Tuesday,2024-10,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008377,CUS000559,2025-03-12 00:24:47,60.29,EUR,mobile_app,0,pharmacy,Zalando.it,IT,Roma,DEV0002233,ea052bbddb727615,93.40.43.160,none,1,1,3,198.88,418,0,legitimate,49,2216.63,422,0,0,1,checking,Esquilino,2019-11-27,2025-03-12,0,Wednesday,2025-03,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008378,CUS000696,2025-01-19 18:57:21,8133.12,EUR,atm,1,crypto_exchange,Poste Italiane ATM,IT,Roma,DEV0002781,20e3deb5886dc85f,93.41.104.36,biometric,1,1,3,17748.07,165,0,legitimate,21,3575.95,653,1,0,0,checking,Nomentano,2024-05-05,2025-01-19,18,Sunday,2025-01,2025,0,0,Legitimate,Card Present,Legitimate,5K+
TXN00008379,CUS000660,2024-12-25 01:53:28,387.4,EUR,pos_terminal,1,travel,Cinema The Space,FR,Moscow,DEV0002637,bb244afede3b5132,26.53.242.51,3ds,1,1,2,1432.36,683,0,legitimate,59,4537.63,339,0,0,1,business,EUR,2021-11-03,2024-12-25,1,Wednesday,2024-12,2024,1,0,Legitimate,Card Present,Legitimate,200-500
TXN00008380,CUS001849,2024-12-30 21:55:32,42.51,EUR,mobile_app,0,gas_station,Netflix,IT,Roma,DEV0007393,050485313abefb62,93.49.90.193,biometric,1,2,1,73.4,588,0,legitimate,24,3549.93,310,0,0,1,checking,Monti,2020-10-02,2024-12-30,21,Monday,2024-12,2024,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008381,CUS000931,2024-06-08 00:26:14,39.64,EUR,branch,1,pharmacy,ACEA Roma,IT,Roma,DEV0003721,2e6b095e02845c9e,93.40.236.141,otp,1,0,4,156.62,181,0,legitimate,39,2540.08,730,0,0,1,checking,Ostiense,2021-09-19,2024-06-08,0,Saturday,2024-06,2024,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00008382,CUS000497,2024-06-01 15:02:46,9559.68,EUR,atm,1,crypto_exchange,Generali Assicurazioni,IT,Roma,DEV0001985,f4dc20d6c84a895d,93.39.41.72,pin,1,1,3,43686.37,326,0,legitimate,75,2168.06,626,0,0,1,checking,San Giovanni,2022-09-27,2024-06-01,15,Saturday,2024-06,2024,0,0,Legitimate,Card Present,Legitimate,5K+
TXN00008383,CUS001124,2024-01-16 11:33:38,70.2,EUR,atm,1,gas_station,Enel Energia,IT,Roma,DEV0004493,513f32ddbe207e06,93.38.213.44,biometric,1,0,6,453.6,785,0,legitimate,26,1305.52,746,0,0,1,savings,Ostiense,2022-01-16,2024-01-16,11,Tuesday,2024-01,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008384,CUS000242,2025-09-11 05:38:24,171.33,EUR,online,0,insurance,Cinema The Space,GB,Madrid,DEV0000967,5e55fa17c3c059b8,93.47.254.244,biometric,1,2,5,823.47,749,0,legitimate,51,4379.83,704,0,0,1,checking,Ostiense,2019-10-10,2025-09-11,5,Thursday,2025-09,2025,1,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008385,CUS000023,2025-05-31 03:22:40,2274.0,EUR,pos_terminal,1,travel,Bar Roma Centro,IT,Roma,DEV0000089,0757e397cea216b8,93.47.96.27,pin,1,1,7,30069.78,425,0,legitimate,37,2994.62,446,0,0,1,savings,Balduina,2021-10-30,2025-05-31,3,Saturday,2025-05,2025,0,0,Legitimate,Card Present,Legitimate,1K-5K
TXN00008386,CUS001539,2025-02-15 04:27:39,28.6,EUR,pos_terminal,1,gas_station,Esselunga Parioli,IT,Roma,DEV0006153,e0db750190d1869b,93.32.127.200,pin,1,0,5,227.39,449,0,legitimate,41,4436.61,746,0,0,1,checking,Esquilino,2023-06-09,2025-02-15,4,Saturday,2025-02,2025,0,0,Legitimate,Card Present,Legitimate,0-50
TXN00008387,CUS000524,2024-08-19 05:14:19,62.85,EUR,mobile_app,0,grocery,Alitalia,IT,Roma,DEV0002093,d958a55e4922a956,93.45.48.44,otp,1,1,0,0.0,749,0,legitimate,71,7434.16,545,0,0,1,checking,Ostiense,2022-05-28,2024-08-19,5,Monday,2024-08,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008388,CUS001741,2024-07-01 10:01:20,44.33,EUR,mobile_app,0,subscription,UniCredit ATM,IT,Roma,DEV0006961,5562d8cd8855c728,93.41.175.180,3ds,1,0,2,174.54,134,0,legitimate,75,4392.36,479,0,0,1,checking,Parioli,2020-10-14,2024-07-01,10,Monday,2024-07,2024,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008389,CUS000150,2024-09-21 09:20:08,6562.52,EUR,online,0,crypto_exchange,ACEA Roma,IT,Roma,DEV0000599,5ee024c2b15a6021,93.34.92.138,biometric,1,1,3,21823.11,404,0,legitimate,19,2843.02,714,1,0,0,savings,Monteverde,2024-01-17,2024-09-21,9,Saturday,2024-09,2024,0,0,Legitimate,Card Not Present,Legitimate,5K+
TXN00008390,CUS000081,2024-12-23 20:53:21,2749.86,EUR,online,0,travel,Conad Trastevere,IT,Roma,DEV0000321,645fdf78d7633b60,93.38.143.18,otp,1,0,3,12205.08,441,0,legitimate,20,2492.14,314,0,0,1,savings,San Giovanni,2019-05-31,2024-12-23,20,Monday,2024-12,2024,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00008391,CUS000621,2024-01-27 12:31:12,70.19,EUR,online,0,grocery,Trenitalia,IT,Roma,DEV0002481,001392b8e099b2a0,93.34.54.128,3ds,1,1,1,80.45,90,0,legitimate,72,3031.65,633,0,0,1,checking,Trastevere,2021-12-29,2024-01-27,12,Saturday,2024-01,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008392,CUS000132,2024-10-23 15:12:32,114.3,EUR,mobile_app,0,restaurant,Zara Via del Corso,IT,Roma,DEV0000526,28c3968f188a1869,93.34.36.176,pin,1,3,5,1109.68,87,0,legitimate,52,2679.44,572,0,0,1,checking,Monti,2022-10-27,2024-10-23,15,Wednesday,2024-10,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008393,CUS001307,2025-11-27 06:58:15,109.71,EUR,atm,1,clothing,Amazon.it,IT,Roma,DEV0005225,1a122343f705ea3d,93.49.72.214,pin,1,0,5,363.86,242,0,legitimate,55,4958.49,434,0,0,1,checking,Prati,2019-04-04,2025-11-27,6,Thursday,2025-11,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008394,CUS001643,2025-12-20 17:01:35,90.38,EUR,mobile_app,0,restaurant,Generali Assicurazioni,IT,Roma,DEV0006569,2028ec39fdce6970,93.49.109.58,pin,1,0,5,666.08,367,0,legitimate,67,2671.41,696,0,0,1,checking,San Giovanni,2022-03-07,2025-12-20,17,Saturday,2025-12,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008395,CUS000944,2025-05-27 17:31:41,48.3,EUR,mobile_app,0,grocery,Zara Via del Corso,IT,Roma,DEV0003774,ea5474953a0b058b,93.48.168.158,otp,1,1,4,277.5,642,0,legitimate,73,2285.82,726,0,0,1,checking,Monti,2022-02-03,2025-05-27,17,Tuesday,2025-05,2025,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008396,CUS000557,2025-07-24 12:00:40,4330.58,EUR,online,0,transfer,Unieuro Porta di Roma,IT,Roma,DEV0002225,695f5408a57d4841,93.35.219.212,none,1,1,3,20025.43,55,0,legitimate,23,1392.98,443,0,0,1,savings,EUR,2019-12-14,2025-07-24,12,Thursday,2025-07,2025,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00008397,CUS001161,2025-04-21 08:18:47,38.83,EUR,mobile_app,0,subscription,Poste Italiane ATM,IT,Roma,DEV0004641,e0ae7f3bc058b450,93.34.207.99,3ds,1,0,3,229.66,297,0,legitimate,38,2124.18,761,0,0,1,checking,Centocelle,2018-10-04,2025-04-21,8,Monday,2025-04,2025,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008398,CUS001950,2025-12-06 13:41:06,121.66,EUR,mobile_app,0,online_shopping,Farmacia Trastevere,IT,Roma,DEV0007797,7cdfca44b8fc4695,93.44.104.33,biometric,1,0,2,130.65,646,0,legitimate,68,2482.74,623,0,0,1,business,Nomentano,2018-09-07,2025-12-06,13,Saturday,2025-12,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008399,CUS000335,2024-12-08 10:55:13,7670.07,EUR,branch,1,crypto_exchange,Coinbase,IT,Roma,DEV0001338,c8f02134905c390c,93.33.161.107,biometric,1,0,3,32704.13,117,0,legitimate,74,5088.83,751,0,0,1,checking,Testaccio,2022-05-05,2024-12-08,10,Sunday,2024-12,2024,0,0,Legitimate,Card Present,Legitimate,5K+
TXN00008400,CUS001699,2025-12-19 22:34:39,52.21,EUR,mobile_app,0,grocery,Netflix,US,New York,DEV0006793,d198f4575b62ed9b,93.46.112.184,pin,1,2,2,169.28,679,0,legitimate,67,1413.82,483,0,0,1,checking,Parioli,2021-06-10,2025-12-19,22,Friday,2025-12,2025,1,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008401,CUS001113,2025-02-04 01:45:14,18.24,EUR,online,0,pharmacy,Esselunga Parioli,IT,Roma,DEV0004449,0c8f0fa7cb11cb14,93.44.123.232,otp,1,1,4,48.21,629,0,legitimate,39,1701.75,532,0,0,1,checking,Monti,2019-11-05,2025-02-04,1,Tuesday,2025-02,2025,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008402,CUS001111,2024-06-14 21:49:56,15.82,EUR,pos_terminal,1,pharmacy,Poste Italiane ATM,BR,Berlin,DEV0004441,effc89eea447bafb,93.32.66.192,none,1,2,3,53.68,649,0,legitimate,34,6644.97,766,0,0,1,checking,San Giovanni,2022-02-03,2024-06-14,21,Friday,2024-06,2024,1,0,Legitimate,Card Present,Legitimate,0-50
TXN00008403,CUS001872,2025-04-01 14:40:19,53.9,EUR,pos_terminal,1,restaurant,Bar Roma Centro,IT,Roma,DEV0007486,90ecb0ac3c31719b,93.33.206.47,pin,1,0,1,52.15,762,0,legitimate,51,1870.24,788,0,0,1,business,Esquilino,2023-05-07,2025-04-01,14,Tuesday,2025-04,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008404,CUS001682,2025-10-18 21:10:58,6422.02,EUR,online,0,crypto_exchange,MediaWorld Roma,IT,Roma,DEV0006727,4f910edacb8f726e,93.44.148.234,none,1,2,7,80198.71,261,0,legitimate,31,4165.09,654,0,0,1,business,EUR,2023-01-03,2025-10-18,21,Saturday,2025-10,2025,0,0,Legitimate,Card Not Present,Legitimate,5K+
TXN00008405,CUS000834,2025-10-30 13:51:40,145.39,EUR,online,0,atm_withdrawal,Coinbase,IT,Roma,DEV0003333,c6bd09c8f54e4f48,93.39.158.227,3ds,1,1,1,204.32,378,0,legitimate,45,3045.05,528,0,0,1,checking,Prati,2022-09-18,2025-10-30,13,Thursday,2025-10,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008406,CUS000952,2025-11-26 01:27:34,439.8,EUR,online,0,atm_withdrawal,Alitalia,IT,Roma,DEV0003805,953abce135753860,92.220.53.148,3ds,0,1,4,2349.16,424,0,legitimate,22,1696.12,350,0,0,1,checking,Flaminio,2020-12-06,2025-11-26,1,Wednesday,2025-11,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008407,CUS001197,2025-08-17 11:37:28,180.69,EUR,online,0,insurance,MediaWorld Roma,IT,Roma,DEV0004785,f5930820e7845e9c,1.190.143.25,biometric,1,2,3,616.47,133,0,legitimate,31,5009.07,584,0,0,1,savings,Monteverde,2019-12-18,2025-08-17,11,Sunday,2025-08,2025,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008408,CUS000549,2025-03-01 00:17:25,146.4,EUR,branch,1,utility_bill,Trenitalia,IT,Roma,DEV0002193,24c54c6de8d812e4,93.47.38.109,otp,1,0,4,725.84,511,0,legitimate,24,1943.44,582,0,0,1,checking,Prati,2022-08-12,2025-03-01,0,Saturday,2025-03,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008409,CUS000198,2025-06-08 04:54:48,480.34,EUR,pos_terminal,1,atm_withdrawal,Carrefour EUR,IT,Roma,DEV0000789,6afb7459c283dd78,93.37.79.247,3ds,1,1,3,1494.86,766,0,legitimate,71,1373.43,661,0,1,1,checking,Centocelle,2024-01-22,2025-06-08,4,Sunday,2025-06,2025,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00008410,CUS001619,2025-02-07 01:15:03,16.31,EUR,online,0,restaurant,Netflix,IT,Roma,DEV0006474,c4a892726ea5471d,93.38.58.46,pin,1,2,5,91.18,353,0,legitimate,73,10257.22,815,0,0,1,savings,Balduina,2021-08-27,2025-02-07,1,Friday,2025-02,2025,0,0,Legitimate,Card Not Present,Legitimate,0-50
TXN00008411,CUS000628,2024-07-28 04:43:50,647.69,EUR,branch,1,travel,Esselunga Parioli,IT,Roma,DEV0002509,fe8c0b3bab9f1b89,93.32.16.241,pin,1,1,4,3356.24,177,0,legitimate,70,1457.52,467,0,0,1,business,Monteverde,2021-09-06,2024-07-28,4,Sunday,2024-07,2024,0,0,Legitimate,Card Present,Legitimate,500-1K
TXN00008412,CUS001782,2025-01-05 19:24:10,323.4,EUR,online,0,atm_withdrawal,Binance,ES,Madrid,DEV0007125,47dd9db340706c17,93.35.153.207,3ds,0,0,4,1763.39,378,0,legitimate,60,2442.64,309,0,0,1,checking,Monti,2019-03-06,2025-01-05,19,Sunday,2025-01,2025,1,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008413,CUS001363,2024-02-13 16:44:43,165.51,EUR,online,0,online_shopping,UniCredit ATM,IT,Roma,DEV0005449,d2558f14392c78ab,93.48.167.66,none,1,2,4,620.69,431,0,legitimate,46,2457.72,391,0,0,1,savings,Flaminio,2021-05-04,2024-02-13,16,Tuesday,2024-02,2024,0,0,Legitimate,Card Not Present,Legitimate,50-200
TXN00008414,CUS000516,2024-01-31 08:44:50,382.04,EUR,pos_terminal,1,clothing,Unieuro Porta di Roma,IT,Roma,DEV0002061,60ef857d97a8573d,93.41.36.92,pin,1,2,2,626.39,292,0,legitimate,39,2615.65,329,0,0,1,savings,Parioli,2023-04-23,2024-01-31,8,Wednesday,2024-01,2024,0,0,Legitimate,Card Present,Legitimate,200-500
TXN00008415,CUS000626,2024-01-22 02:54:00,121.79,EUR,pos_terminal,1,atm_withdrawal,Poste Italiane ATM,IT,Roma,DEV0002501,2ea5c024a3464877,93.49.15.153,3ds,1,0,3,223.55,659,0,legitimate,77,944.65,373,0,0,1,checking,Centocelle,2018-12-15,2024-01-22,2,Monday,2024-01,2024,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008416,CUS000902,2025-09-14 11:45:46,371.8,EUR,online,0,atm_withdrawal,Zara Via del Corso,IT,Roma,DEV0003605,d0f4909607289006,93.33.9.242,pin,1,0,2,475.07,427,0,legitimate,38,8592.09,425,0,0,1,checking,Nomentano,2018-12-12,2025-09-14,11,Sunday,2025-09,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008417,CUS000661,2025-06-20 19:41:32,3112.39,EUR,mobile_app,0,insurance,Shell Via Tiburtina,RO,Sao Paulo,UNKNOWN,1e7f62b930cdda9d,77.30.188.12,none,1,9,29,1320.44,164,1,card_not_present_fraud,53,4156.7,720,0,0,1,checking,Monteverde,2018-10-13,2025-06-20,19,Friday,2025-06,2025,1,1,Fraud,Card Not Present,Card Not Present Fraud,1K-5K
TXN00008418,CUS001879,2025-02-13 17:18:01,2459.38,EUR,online,0,travel,Farmacia Trastevere,IT,Roma,DEV0007515,88cdc7a133c7e82c,93.32.208.174,pin,1,0,3,12684.61,444,0,legitimate,75,2560.47,462,0,0,1,checking,Ostiense,2020-09-25,2025-02-13,17,Thursday,2025-02,2025,0,0,Legitimate,Card Not Present,Legitimate,1K-5K
TXN00008419,CUS001320,2025-12-30 17:32:33,280.66,EUR,online,0,clothing,Pizzeria Baffetto,IT,Roma,DEV0005278,c850b766dd717ddc,47.251.178.36,biometric,1,1,1,482.83,381,0,legitimate,38,2321.12,539,0,0,1,savings,Monteverde,2019-09-18,2025-12-30,17,Tuesday,2025-12,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008420,CUS001074,2025-08-06 21:26:15,503.31,EUR,pos_terminal,1,transfer,UniCredit ATM,RO,Roma,UNKNOWN,1bf88f2c54017e55,75.138.216.59,otp,1,0,3,171.57,58,1,account_takeover,40,2199.73,391,0,0,1,savings,Monteverde,2022-02-19,2025-08-06,21,Wednesday,2025-08,2025,1,1,Fraud,Card Present,Account Takeover,500-1K
TXN00008421,CUS001452,2024-03-26 15:50:41,3671.24,EUR,atm,1,transfer,Spotify,IT,Roma,DEV0005805,0fd2a5ca77aa3f56,217.215.128.220,otp,1,0,1,2651.53,660,0,legitimate,71,4708.12,633,0,0,1,checking,EUR,2020-12-09,2024-03-26,15,Tuesday,2024-03,2024,0,0,Legitimate,Card Present,Legitimate,1K-5K
TXN00008422,CUS000940,2025-10-21 02:47:03,66.93,EUR,pos_terminal,1,gas_station,ACEA Roma,IT,Roma,DEV0003759,d4978b201be4e410,127.141.195.136,3ds,1,2,1,38.6,548,0,legitimate,70,4026.4,757,0,0,1,checking,Ostiense,2018-11-06,2025-10-21,2,Tuesday,2025-10,2025,0,0,Legitimate,Card Present,Legitimate,50-200
TXN00008423,CUS001795,2025-02-21 06:34:56,333.36,EUR,online,0,online_shopping,Shell Via Tiburtina,IT,Roma,DEV0007177,f36149834d0f2db7,93.33.145.233,otp,1,2,4,1974.3,422,0,legitimate,59,4233.79,823,0,0,1,checking,Centocelle,2022-03-11,2025-02-21,6,Friday,2025-02,2025,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008424,CUS001435,2024-10-20 13:07:43,372.92,EUR,online,0,atm_withdrawal,Zara Via del Corso,IT,Roma,DEV0005737,7812ab0c0ec5c197,93.41.154.227,pin,1,1,2,1195.38,232,0,legitimate,72,8272.22,808,0,0,1,checking,Monteverde,2022-07-18,2024-10-20,13,Sunday,2024-10,2024,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008425,CUS000335,2024-07-08 08:48:41,303.6,EUR,mobile_app,0,clothing,Amazon.it,IT,Roma,DEV0001337,1c90f40db883a053,4.223.124.29,biometric,1,2,3,1101.06,147,0,legitimate,74,5088.83,751,0,0,1,checking,Testaccio,2022-05-05,2024-07-08,8,Monday,2024-07,2024,0,0,Legitimate,Card Not Present,Legitimate,200-500
TXN00008426,CUS001832,2025-02-03 14:43:03,244.11,EUR,branch,1,insurance,ACEA Roma,IT,Roma,DEV0007325,4cdfa36ae5648ef0,148.249.136.95,pin,1,2,2,969.53,618,0,legitimate,61,2446.68,357,0,0,1,business,Monti,2019-01-12,2025-02-03,14,Monday,2025-02,2025,0,0,Legitimate,Card Present,Legitimate,200-500
